0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,Action
0,0,1,0,0,3,0,0,3,1,1,4,2,1,1,2,1,0,0,2,3,2,2,1,2,2,4,4,4,5,3,3,3,3,3,3,2,5,1,4,4,4,1,4,4,2,0,5,5,5,5,5,5,F'
0,0,0,0,0,1,0,0,2,1,1,4,2,1,1,2,4,1,3,1,4,2,2,2,0,2,2,1,3,3,3,3,3,3,3,3,5,5,1,4,4,4,4,4,4,2,0,5,5,5,5,5,5,U2
5,5,1,0,0,1,0,0,2,1,4,2,1,1,2,4,1,1,2,0,5,2,2,2,0,2,2,1,3,3,3,3,3,3,3,3,0,0,0,4,4,4,4,4,4,3,1,4,5,5,5,5,5,L'
1,1,2,5,0,0,5,0,0,2,4,2,2,1,2,0,1,1,1,0,5,3,2,2,3,2,2,5,3,3,5,3,3,4,3,3,0,0,0,4,4,4,4,4,4,3,1,4,5,5,1,5,5,U2
0,0,0,5,0,0,5,0,0,1,1,0,2,1,2,2,4,2,3,1,4,3,2,2,3,2,2,5,3,3,5,3,3,4,3,3,1,1,2,4,4,4,4,4,4,1,0,5,5,5,1,5,5,L
5,5,0,0,0,0,0,0,0,1,1,0,1,1,2,5,4,2,1,1,4,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1,1,2,4,4,4,4,4,4,1,0,4,5,5,5,5,5,U2
1,1,2,0,0,0,0,0,0,2,4,5,2,1,1,0,1,1,1,0,4,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,5,5,0,4,4,4,4,4,4,1,1,4,5,5,5,5,5,B
5,1,2,4,0,0,2,0,0,0,4,4,2,1,1,0,1,1,1,0,4,2,2,2,2,2,2,3,3,3,3,3,3,1,0,0,5,5,3,4,4,3,4,4,3,5,5,1,5,5,1,5,5,L2
0,0,2,0,0,4,2,1,5,3,4,4,3,1,1,1,1,1,4,0,4,1,2,2,1,2,2,0,3,3,2,3,3,0,0,0,5,5,3,4,4,3,4,4,3,5,5,2,5,5,2,5,5,F'
0,0,1,0,0,1,2,1,1,3,4,4,3,1,1,5,4,4,4,2,2,0,2,2,4,1,1,2,4,5,2,3,3,0,0,0,3,5,3,3,4,3,0,4,3,5,5,2,5,5,2,5,5,L'
1,1,1,0,0,1,0,0,2,4,4,4,0,1,1,4,4,4,2,2,2,2,2,2,0,1,1,1,4,5,2,3,3,2,0,0,3,5,3,3,4,3,0,4,3,5,5,5,5,5,3,5,5,F
1,1,1,0,0,4,0,0,5,4,4,4,0,1,1,2,1,1,0,2,2,1,2,2,1,2,2,0,3,3,2,3,3,2,0,0,4,5,3,4,4,3,4,4,3,5,5,5,5,5,3,5,5,L'
1,4,5,1,0,0,1,0,0,0,4,4,1,1,1,1,1,1,0,2,2,2,2,2,2,2,2,3,3,3,3,3,3,5,0,0,4,5,3,4,4,3,4,4,3,5,5,2,5,5,0,5,5,B'
5,4,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,5,0,4,4,4,4,4,4,2,0,4,5,5,5,5,5,R2
5,4,5,0,0,0,0,0,0,1,1,3,1,1,3,1,1,3,0,2,5,2,2,5,2,2,2,3,3,1,3,3,1,3,3,1,4,4,4,4,4,4,0,5,4,2,0,4,2,5,5,2,5,D
5,4,5,0,0,0,2,5,5,1,1,3,1,1,3,1,1,3,0,2,5,2,2,5,0,0,0,3,3,3,3,3,3,1,1,1,4,4,4,4,4,4,2,2,2,2,0,4,2,5,5,0,5,B'
1,4,5,1,0,0,1,5,5,2,0,5,1,1,3,1,1,3,0,2,5,2,2,5,0,0,0,3,3,3,3,3,3,2,4,4,4,4,1,4,4,1,2,2,3,4,5,4,0,5,5,2,2,U
0,2,5,1,0,0,1,5,5,1,1,2,1,1,0,3,3,5,4,4,1,2,2,5,0,0,0,3,3,3,3,3,3,2,4,4,4,5,4,4,4,1,2,2,3,1,4,5,0,5,5,2,2,B'
2,2,5,4,0,0,4,5,5,1,1,0,1,1,0,3,3,5,4,4,1,2,2,5,0,0,0,3,3,3,3,3,3,3,1,4,4,5,1,4,4,1,2,2,2,5,5,0,4,5,2,1,0,U'
5,5,0,4,0,0,4,5,5,0,0,5,1,1,3,1,1,3,2,2,5,2,2,5,0,0,0,3,3,3,3,3,3,3,1,4,4,4,1,4,4,1,2,2,2,4,5,1,4,5,2,1,0,B
5,5,0,0,0,0,0,5,5,1,1,2,1,1,3,1,1,3,2,2,5,2,2,5,0,0,0,3,3,3,3,3,3,5,4,4,4,4,4,4,4,1,2,2,3,1,4,4,0,5,5,2,2,D'
5,5,0,0,0,0,0,0,0,1,1,2,1,1,3,1,1,3,2,2,5,2,2,5,2,2,3,3,3,4,3,3,4,3,3,5,4,4,4,4,4,1,2,2,1,1,4,4,0,5,5,0,5,R2
5,5,0,0,0,0,0,0,0,1,1,4,1,1,4,1,1,5,2,2,0,2,2,0,2,2,1,3,3,2,3,3,3,3,3,3,1,2,2,1,4,4,4,4,4,3,4,4,5,5,5,5,5,F'
5,5,5,0,0,1,0,0,1,1,1,4,1,1,4,1,1,4,0,0,1,2,2,2,2,2,2,0,0,0,3,3,3,3,3,3,2,2,2,3,4,4,3,4,4,3,4,4,5,5,5,5,5,U
0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,4,4,4,2,2,2,2,2,2,2,2,2,0,0,0,3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,5,5,5,5,5,5,5,5,F
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,#
1,0,2,2,0,3,3,1,0,5,5,2,2,1,0,1,1,1,4,5,4,0,2,3,2,1,5,3,2,4,4,3,3,5,2,2,5,1,1,4,4,0,3,5,4,0,4,0,5,5,3,3,4,D2
1,0,2,2,0,3,3,5,4,5,5,2,2,1,0,1,1,1,4,5,4,0,2,3,3,4,0,2,2,5,3,3,4,4,2,3,5,1,1,4,4,0,3,1,0,0,4,0,5,5,3,2,1,B2
0,0,2,0,0,3,1,5,4,3,2,4,2,1,0,1,1,1,4,5,4,0,2,3,3,4,0,2,2,5,3,3,4,2,5,5,5,1,3,4,4,2,3,1,1,5,1,2,3,5,5,0,4,R
0,0,2,0,0,3,1,5,4,3,2,4,2,1,3,1,1,0,4,5,5,0,2,4,3,4,5,2,2,0,3,3,3,2,5,5,3,4,5,1,4,1,1,2,3,1,1,2,0,5,5,4,4,U'
1,1,2,0,0,3,1,5,4,4,3,0,2,1,1,3,2,1,0,0,2,0,2,4,3,4,5,2,2,0,3,3,3,2,5,5,4,5,5,1,4,1,1,2,3,3,4,5,0,5,5,4,4,F'
1,1,1,0,0,2,1,5,3,4,3,0,2,1,1,4,1,1,2,4,5,0,2,4,0,0,3,2,3,4,3,3,3,2,5,5,0,5,5,2,4,1,2,2,3,3,4,5,0,5,5,4,4,B2
3,1,1,1,0,2,5,5,3,5,5,2,2,1,1,4,1,1,2,4,5,0,2,4,0,0,3,2,3,4,3,3,3,0,3,4,0,5,1,2,4,0,2,2,1,0,4,4,5,5,0,5,4,D'
3,1,1,1,0,2,0,0,3,5,5,2,2,1,1,4,1,1,2,4,5,0,2,4,2,2,1,4,3,4,3,3,3,2,3,0,0,5,1,2,4,0,5,4,3,0,4,4,5,5,0,5,5,F
3,1,4,1,0,3,0,0,4,5,5,2,2,1,1,3,2,1,2,0,2,2,2,4,1,4,5,5,2,0,3,3,3,2,3,0,4,5,1,1,4,0,1,4,3,0,4,4,5,5,0,5,5,U
2,0,2,1,0,3,0,0,4,3,2,5,2,1,5,1,1,2,4,5,1,2,2,4,1,4,5,5,2,0,3,3,3,2,3,0,0,4,4,1,4,0,1,4,3,3,1,4,5,5,0,5,5,F'
2,0,2,1,0,1,0,0,1,3,2,5,2,1,5,0,1,1,1,4,5,5,2,4,4,2,1,2,3,4,3,3,3,2,3,0,0,4,4,2,4,0,5,4,3,3,1,4,5,5,0,5,5,U
1,4,5,1,0,1,0,0,1,0,2,3,1,1,2,1,5,5,0,4,4,5,2,4,4,2,1,2,3,4,3,3,3,2,3,0,3,1,4,2,4,0,5,4,3,2,0,2,5,5,0,5,5,F'
1,4,5,1,0,5,0,0,1,0,2,3,1,1,2,3,2,5,4,4,1,4,2,2,0,5,4,5,1,1,3,3,3,2,3,0,4,1,4,3,4,0,2,4,3,2,0,2,5,5,0,5,5,U2
4,1,4,1,0,5,0,0,1,5,2,3,2,1,1,3,2,0,2,0,2,4,2,2,0,5,4,5,1,1,3,3,3,2,3,0,1,4,5,3,4,0,2,4,3,4,4,1,5,5,0,5,5,F
4,1,5,1,0,1,0,0,1,5,2,3,2,1,1,1,5,4,0,4,2,5,2,0,4,2,2,2,3,1,3,3,3,2,3,0,3,4,5,2,4,0,0,4,3,4,4,1,5,5,0,5,5,R
4,1,5,1,0,1,0,0,1,5,2,2,2,1,0,1,5,2,0,4,1,5,2,3,4,2,0,2,3,5,3,3,5,2,3,4,0,2,3,4,4,4,3,0,5,4,4,1,1,5,0,3,5,U
0,4,1,1,0,1,0,0,1,1,2,5,5,1,2,2,0,2,0,2,3,5,2,3,4,2,0,2,3,5,3,3,5,2,3,4,4,4,1,4,4,4,3,0,5,4,1,5,1,5,0,3,5,R2
0,4,1,1,0,1,0,0,1,1,2,5,5,1,5,2,0,4,0,2,3,5,2,1,4,2,4,2,3,5,3,3,2,2,3,2,5,0,3,4,4,4,1,4,4,0,1,5,3,5,0,3,5,U
0,2,3,1,0,1,0,0,1,2,5,1,0,1,2,4,5,5,5,0,3,5,2,1,4,2,4,2,3,5,3,3,2,2,3,2,0,1,5,4,4,4,1,4,4,0,4,1,3,5,0,3,5,R
0,2,3,1,0,1,0,0,1,2,5,3,0,1,1,4,5,4,5,0,5,5,2,2,4,2,2,2,3,3,3,3,3,2,3,0,1,4,0,4,4,1,4,4,5,5,4,1,2,5,0,1,5,U2
1,4,0,1,0,1,0,0,1,4,5,4,1,1,0,3,5,2,5,4,1,5,2,2,4,2,2,2,3,3,3,3,3,2,3,0,0,2,3,4,4,1,4,4,5,5,0,5,2,5,0,1,5,R'
1,4,0,1,0,1,0,0,1,4,5,1,1,1,2,3,5,5,5,4,4,5,2,0,4,2,2,2,3,1,3,3,2,2,3,2,3,1,5,2,4,4,0,4,4,0,0,5,3,5,0,3,5,U'
0,0,5,1,0,1,0,0,1,1,2,5,5,1,5,4,1,3,1,4,0,5,2,0,4,2,2,2,3,1,3,3,2,2,3,2,5,4,4,2,4,4,0,4,4,3,1,5,3,5,0,3,5,R
0,0,5,1,0,1,0,0,1,1,2,0,5,1,0,4,1,2,1,4,1,5,2,2,4,2,2,2,3,3,3,3,3,2,3,3,0,2,5,4,4,4,4,4,4,3,1,5,5,5,0,5,5,U'
3,1,5,1,0,1,0,0,1,0,0,2,2,1,1,1,5,4,0,0,5,5,2,2,4,2,2,2,3,3,3,3,3,2,3,3,1,4,1,4,4,4,4,4,4,0,2,5,5,5,0,5,5,L
0,1,3,0,0,1,1,1,5,3,0,2,0,1,1,5,5,4,0,0,5,2,2,2,1,2,2,0,3,3,5,3,3,4,3,3,1,4,1,4,4,4,4,4,4,0,2,2,5,5,3,5,5,U
0,0,5,0,0,1,1,1,5,5,0,3,5,1,0,4,1,2,1,4,1,2,2,2,1,2,2,0,3,3,5,3,3,4,3,3,0,2,2,4,4,4,4,4,4,0,1,3,5,5,3,5,5,L'
5,1,5,0,0,1,0,0,1,1,0,3,2,1,0,1,1,2,0,4,1,5,2,2,4,2,2,2,3,3,3,3,3,3,3,3,0,2,2,4,4,4,4,4,4,0,1,4,5,5,5,5,5,U'
0,1,4,0,0,1,0,0,1,3,0,2,0,1,1,1,2,1,5,1,5,5,2,2,4,2,2,2,3,3,3,3,3,3,3,3,0,4,1,4,4,4,4,4,4,0,2,2,5,5,5,5,5,L'
4,1,1,1,0,0,0,0,0,5,0,2,5,1,1,4,2,1,2,1,5,3,2,2,3,2,2,5,3,3,5,3,3,2,3,3,0,4,1,4,4,4,4,4,4,0,2,1,5,5,0,5,5,U'
0,2,1,1,0,0,0,0,0,2,1,1,0,1,2,5,5,4,4,1,1,3,2,2,3,2,2,5,3,3,5,3,3,2,3,3,2,1,5,4,4,4,4,4,4,0,4,1,5,5,0,5,5,L
0,1,0,0,0,2,0,0,1,3,1,1,0,1,2,1,5,4,2,1,1,0,2,2,5,2,2,4,3,3,3,3,3,3,3,3,2,1,5,4,4,4,4,4,4,0,4,2,5,5,5,5,5,F
0,1,4,0,0,3,0,0,3,3,1,1,0,1,2,1,2,0,5,0,2,2,2,1,2,2,1,4,4,2,3,3,3,3,3,3,1,1,5,5,4,4,4,4,4,0,4,2,5,5,5,5,5,U2
1,1,5,0,0,3,0,0,3,0,2,1,2,1,0,1,1,3,0,4,2,2,2,1,2,2,1,4,4,2,3,3,3,3,3,3,0,1,4,5,4,4,4,4,4,5,0,2,5,5,5,5,5,F'
1,1,3,0,0,1,0,0,1,0,2,1,2,1,0,0,5,4,2,1,1,4,2,2,0,2,2,5,3,3,3,3,3,3,3,3,2,1,4,4,4,4,4,4,4,5,0,2,5,5,5,5,5,L'
3,1,1,1,0,0,1,0,0,2,2,1,4,1,0,0,5,4,5,1,1,3,2,2,3,2,2,5,3,3,5,3,3,2,3,3,2,1,4,4,4,4,4,4,4,5,0,0,5,5,2,5,5,U'
5,0,0,1,0,0,1,0,0,1,0,4,2,1,5,2,4,0,3,1,1,3,2,2,3,2,2,5,3,3,5,3,3,2,3,3,5,1,1,4,4,4,4,4,4,2,1,4,5,5,2,5,5,L
1,1,5,0,0,0,0,0,0,0,0,4,2,1,5,4,4,0,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,5,1,1,4,4,4,4,4,4,2,1,2,5,5,5,5,5,U2
5,1,1,0,0,0,0,0,0,0,4,4,5,1,2,4,0,0,2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1,1,5,4,4,4,4,4,4,1,1,1,5,5,5,5,5,L
0,0,5,0,0,1,0,0,1,5,4,4,5,1,2,1,0,0,0,1,2,5,2,2,4,2,2,2,3,3,2,3,3,2,3,3,1,1,5,4,4,4,4,4,4,1,1,3,5,5,3,5,5,F
0,0,2,0,0,3,0,0,3,5,4,4,5,1,2,1,1,5,4,5,0,2,2,1,2,2,2,4,4,1,2,3,3,2,3,3,1,1,5,0,4,4,0,4,4,1,1,3,5,5,3,5,5,U
4,5,0,0,0,3,0,0,3,1,5,5,1,1,4,5,2,4,1,1,5,2,2,1,2,2,2,4,4,1,2,3,3,2,3,3,1,1,3,0,4,4,0,4,4,0,0,2,5,5,3,5,5,F'
4,5,4,0,0,2,0,0,5,1,5,5,1,1,4,1,0,0,5,1,2,1,2,2,1,2,2,0,3,3,2,3,3,2,3,3,1,1,3,4,4,4,4,4,4,0,0,2,5,5,3,5,5,U'
0,0,2,0,0,2,0,0,5,5,4,0,5,1,0,1,1,1,4,5,4,1,2,2,1,2,2,0,3,3,2,3,3,2,3,3,5,1,2,4,4,4,4,4,4,1,1,3,5,5,3,5,5,L'
2,2,5,0,0,0,0,0,0,4,4,0,1,1,0,1,1,1,0,5,4,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,5,1,2,4,4,4,4,4,4,1,1,1,5,5,5,5,5,R
2,2,5,0,0,0,0,0,0,4,4,4,1,1,2,1,1,2,0,5,3,2,2,3,2,2,3,3,3,5,3,3,5,3,3,1,4,4,5,4,4,1,4,4,2,1,1,1,0,5,5,0,5,U
0,5,3,0,0,0,0,0,0,1,1,4,1,1,4,2,2,4,4,4,5,2,2,3,2,2,3,3,3,5,3,3,5,3,3,1,1,1,1,4,4,1,4,4,2,2,2,5,0,5,5,0,5,B
4,5,3,1,0,0,1,0,0,1,1,2,1,1,4,2,2,4,4,4,5,2,2,3,2,2,3,3,3,5,3,3,5,0,0,0,1,1,1,4,4,3,4,4,3,0,0,2,5,5,2,5,5,U'
0,0,2,1,0,0,1,0,0,2,4,4,1,1,2,1,1,2,4,5,3,2,2,3,2,2,3,3,3,5,3,3,5,0,0,0,4,4,5,4,4,3,4,4,3,1,1,1,5,5,2,5,5,B'
0,0,2,0,0,0,0,0,0,1,1,0,1,1,2,1,1,2,4,5,3,2,2,3,2,2,3,3,3,5,3,3,5,3,3,5,4,4,2,4,4,4,4,4,4,1,2,5,1,5,5,1,5,R'
0,0,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,5,0,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,4,5,2,5,5,5,5,5,5,F
0,0,3,0,0,3,0,0,3,1,1,1,1,1,1,0,0,2,2,2,4,2,2,5,2,2,0,4,4,2,3,3,3,3,3,3,1,4,4,1,4,4,1,4,4,5,2,5,5,5,5,5,5,U
2,2,4,0,0,3,0,0,3,0,1,1,0,1,1,2,1,1,1,4,4,2,2,5,2,2,0,4,4,2,3,3,3,3,3,3,5,2,5,1,4,4,1,4,4,0,0,3,5,5,5,5,5,F'
2,2,1,0,0,1,0,0,2,0,1,1,0,1,1,5,1,1,4,5,0,4,2,2,1,2,2,4,3,3,3,3,3,3,3,3,2,2,5,4,4,4,4,4,4,0,0,3,5,5,5,5,5,U'
0,0,3,0,0,1,0,0,2,1,1,1,1,1,1,0,0,5,2,2,1,4,2,2,1,2,2,4,3,3,3,3,3,3,3,3,4,5,0,4,4,4,4,4,4,2,2,5,5,5,5,5,5,F'
0,0,5,0,0,0,0,0,0,1,1,1,1,1,1,4,4,4,1,2,2,2,2,2,2,4,1,3,1,2,3,3,3,3,3,3,3,5,0,3,4,4,4,4,4,2,2,5,5,5,5,5,5,L
0,0,0,0,0,0,0,0,5,5,1,1,5,1,1,5,4,4,1,2,2,1,2,2,4,4,1,1,1,2,2,3,3,2,3,3,3,5,0,3,4,4,4,4,4,2,2,3,5,5,3,5,5,F2
0,0,4,0,0,3,0,0,3,5,1,1,5,1,1,2,1,1,1,4,4,2,2,1,2,2,1,4,4,5,2,3,3,2,3,3,5,5,0,0,4,4,0,4,4,2,2,3,5,5,3,5,5,U'
2,2,3,0,0,3,0,0,3,1,1,1,1,1,1,5,5,2,0,0,4,2,2,1,2,2,1,4,4,5,2,3,3,2,3,3,1,4,4,0,4,4,0,4,4,5,5,0,5,5,3,5,5,F'
2,2,2,0,0,5,0,0,5,1,1,1,1,1,1,1,0,0,4,1,1,0,2,2,0,2,2,3,3,3,2,3,3,2,3,3,5,4,4,4,4,4,4,4,4,5,5,0,5,5,3,5,5,U'
5,5,0,0,0,5,0,0,5,1,1,0,1,1,0,1,1,1,2,2,2,0,2,2,0,2,2,3,3,3,2,3,3,2,3,3,4,1,1,4,4,4,4,4,4,5,4,4,5,5,3,5,5,F
5,5,3,0,0,3,0,0,3,1,1,0,1,1,0,5,5,0,0,0,2,2,2,2,2,2,2,4,4,4,2,3,3,2,3,3,1,1,1,1,4,4,1,4,4,5,4,4,5,5,3,5,5,U
0,0,2,0,0,3,0,0,3,5,1,1,5,1,1,0,0,0,1,1,1,2,2,2,2,2,2,4,4,4,2,3,3,2,3,3,5,4,4,1,4,4,1,4,4,5,5,3,5,5,3,5,5,F'
0,0,0,0,0,0,0,0,0,5,1,1,5,1,1,5,1,1,1,2,2,1,2,2,1,2,2,2,3,3,2,3,3,2,3,3,4,4,4,4,4,4,4,4,4,5,5,3,5,5,3,5,5,L'
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,#
1,1,3,2,0,0,5,3,3,0,3,0,2,1,1,0,1,2,2,5,4,1,2,3,5,4,3,0,5,4,2,3,4,3,5,4,1,4,1,0,4,5,2,2,1,5,4,2,0,5,0,5,3,B
0,1,3,3,0,0,0,3,3,1,5,1,2,1,1,0,1,2,2,5,4,1,2,3,5,4,3,0,5,4,2,3,4,1,2,5,1,4,4,0,4,5,2,2,3,5,0,5,3,5,4,4,0,D2
0,1,3,3,0,0,2,2,3,1,5,1,2,1,1,0,1,2,2,5,4,1,2,3,4,0,2,5,2,1,4,3,2,4,5,0,1,4,4,0,4,5,0,3,3,5,0,5,3,5,4,5,4,R'
0,1,3,3,0,0,2,2,3,1,5,5,2,1,3,0,1,5,2,5,1,1,2,1,4,0,2,5,2,4,4,3,3,4,5,2,4,5,3,4,4,3,1,0,0,0,0,5,2,5,4,1,4,B'
4,1,3,5,0,0,2,2,3,2,3,0,2,1,3,0,1,5,2,5,1,1,2,1,4,0,2,5,2,4,4,3,3,0,3,3,4,5,1,4,4,5,1,0,5,5,4,3,0,5,4,0,2,U
2,5,1,5,0,0,2,2,3,0,2,2,1,1,3,5,3,0,4,5,1,1,2,1,4,0,2,5,2,4,4,3,3,0,3,3,5,4,3,4,4,5,1,0,5,4,1,3,0,5,4,0,2,F2
2,5,1,5,0,4,2,2,5,0,2,2,1,1,3,4,2,5,2,0,4,1,2,1,1,5,4,0,3,5,4,3,3,0,3,3,3,4,3,0,4,5,1,0,5,4,1,3,0,5,4,0,2,D2
2,5,1,5,0,4,1,0,5,0,2,2,1,1,3,4,2,5,2,0,4,1,2,1,0,2,1,3,3,0,3,3,4,5,3,0,3,4,3,0,4,5,2,2,5,4,1,3,0,5,4,1,5,R2
2,5,1,5,0,4,1,0,5,0,2,0,1,1,4,4,2,0,2,0,1,1,2,0,0,2,4,3,3,2,3,3,3,5,3,5,5,2,2,5,4,0,3,4,3,1,1,3,1,5,4,4,5,U
2,0,1,5,0,4,1,0,5,4,1,0,2,1,2,0,4,0,5,2,2,1,2,0,0,2,4,3,3,2,3,3,3,5,3,5,1,1,3,5,4,0,3,4,3,2,5,1,1,5,4,4,5,R
2,0,1,5,0,4,1,0,5,4,1,2,2,1,0,0,4,4,5,2,2,1,2,3,0,2,5,3,3,4,3,3,1,5,3,2,3,5,1,4,4,1,3,0,3,0,5,1,2,5,4,0,5,U
5,2,2,5,0,4,1,0,5,0,2,4,4,1,1,4,0,2,3,5,1,1,2,3,0,2,5,3,3,4,3,3,1,5,3,2,0,5,1,4,4,1,3,0,3,2,0,1,2,5,4,0,5,R'
5,2,2,5,0,4,1,0,5,0,2,0,4,1,2,4,0,2,3,5,4,1,2,1,0,2,2,3,3,1,3,3,3,5,3,5,1,1,3,5,4,0,0,4,3,2,0,1,1,5,4,4,5,U
3,5,4,5,0,4,1,0,5,4,4,0,0,1,2,2,2,0,1,1,3,1,2,1,0,2,2,3,3,1,3,3,3,5,3,5,2,0,1,5,4,0,0,4,3,5,2,2,1,5,4,4,5,F'
3,5,0,5,0,2,1,0,2,4,4,0,0,1,2,2,5,0,3,1,2,1,2,2,1,1,0,4,4,5,3,3,3,5,3,5,1,0,1,3,4,0,3,4,3,5,2,2,1,5,4,4,5,U2
1,0,1,5,0,2,1,0,2,0,5,2,2,1,0,0,4,4,5,2,2,1,2,2,1,1,0,4,4,5,3,3,3,5,3,5,3,5,0,3,4,0,3,4,3,3,1,2,1,5,4,4,5,F
1,0,4,5,0,4,1,0,5,0,5,2,2,1,0,2,2,1,1,1,5,1,2,2,0,2,2,3,3,3,3,3,3,5,3,5,0,5,0,4,4,0,4,4,3,3,1,2,1,5,4,4,5,L
1,5,1,0,0,0,5,4,4,4,5,2,4,1,0,2,2,1,0,1,5,2,2,2,2,2,2,1,3,3,1,3,3,0,3,5,0,5,0,4,4,0,4,4,3,3,1,5,1,5,3,4,5,U
0,1,5,0,0,0,5,4,4,2,4,4,2,1,5,1,0,2,0,5,0,2,2,2,2,2,2,1,3,3,1,3,3,0,3,5,3,1,5,4,4,0,4,4,3,1,5,1,1,5,3,4,5,L'
5,0,4,1,0,4,0,0,5,0,4,4,2,1,5,2,0,2,1,5,0,1,2,2,0,2,2,3,3,3,3,3,3,1,3,5,3,1,5,4,4,0,4,4,3,1,5,1,1,5,2,4,5,B
4,0,4,4,0,4,0,0,5,5,0,3,2,1,5,2,0,2,1,5,0,1,2,2,0,2,2,3,3,3,3,3,3,5,1,0,3,1,5,4,4,3,4,4,1,4,1,1,5,5,5,2,2,U'
4,1,1,4,0,4,0,0,5,3,5,2,0,1,0,5,2,2,4,0,4,1,2,2,0,2,2,3,3,3,3,3,3,5,1,0,1,5,0,4,4,3,4,4,1,3,1,5,5,5,5,2,2,B'
5,1,1,1,0,4,0,0,5,0,4,4,0,1,0,5,2,2,4,0,4,1,2,2,0,2,2,3,3,3,3,3,3,1,3,0,1,5,3,4,4,5,4,4,2,5,5,1,1,5,2,3,5,U
4,0,4,1,0,4,0,0,5,5,0,0,2,1,4,2,0,4,1,5,3,1,2,2,0,2,2,3,3,3,3,3,3,1,3,0,5,5,1,4,4,5,4,4,2,5,1,1,1,5,2,3,5,B
0,0,4,0,0,4,5,0,5,1,5,2,2,1,4,2,0,4,1,5,3,1,2,2,0,2,2,3,3,3,3,3,3,4,1,0,5,5,0,4,4,3,4,4,1,3,1,5,5,5,1,2,2,U'
3,1,5,0,0,4,5,0,5,2,4,4,5,1,0,1,2,2,0,0,4,1,2,2,0,2,2,3,3,3,3,3,3,4,1,0,1,5,3,4,4,3,4,4,1,5,5,0,5,5,1,2,2,B'
4,1,5,1,0,4,0,0,5,5,0,3,5,1,0,1,2,2,0,0,4,1,2,2,0,2,2,3,3,3,3,3,3,1,3,3,1,5,2,4,4,4,4,4,4,0,1,1,5,5,2,5,5,U
0,0,4,1,0,4,0,0,5,1,5,5,2,1,0,2,0,3,1,5,2,1,2,2,0,2,2,3,3,3,3,3,3,1,3,3,0,1,1,4,4,4,4,4,4,4,1,5,5,5,2,5,5,F
0,0,3,1,0,3,0,0,3,1,5,5,2,1,0,5,4,4,0,1,1,2,2,5,2,2,2,4,4,0,3,3,3,1,3,3,2,1,1,0,4,4,3,4,4,4,1,5,5,5,2,5,5,U2
2,1,1,1,0,3,0,0,3,4,4,5,0,1,2,5,5,1,4,1,5,2,2,5,2,2,2,4,4,0,3,3,3,1,3,3,0,0,3,0,4,4,3,4,4,0,1,1,5,5,2,5,5,F'
2,1,1,1,0,5,0,0,5,4,4,5,0,1,2,0,0,3,5,5,2,1,2,2,4,2,2,1,3,3,3,3,3,1,3,3,0,0,3,4,4,4,4,4,4,0,1,1,5,5,2,5,5,U'
0,1,1,1,0,5,0,0,5,5,2,3,4,1,0,4,0,0,2,1,1,1,2,2,4,2,2,1,3,3,3,3,3,1,3,3,5,5,2,4,4,4,4,4,4,0,0,3,5,5,2,5,5,B'
1,1,1,3,0,5,3,0,5,0,1,0,4,1,0,4,0,0,2,1,1,1,2,2,4,2,2,1,3,3,3,3,3,4,4,2,5,5,5,4,4,2,4,4,3,3,2,2,0,5,5,0,5,U'
3,2,2,3,0,5,3,0,5,0,0,0,1,1,0,0,4,4,1,1,1,1,2,2,4,2,2,1,3,3,3,3,3,4,4,2,2,1,1,4,4,2,4,4,3,5,5,5,0,5,5,0,5,B
0,2,2,0,0,5,0,0,5,1,2,3,1,1,0,0,4,4,1,1,1,1,2,2,4,2,2,1,3,3,3,3,3,3,3,3,2,1,2,4,4,4,4,4,4,0,0,5,5,5,5,5,5,U
1,1,1,0,0,5,0,0,5,0,1,1,4,1,2,4,0,3,2,1,2,1,2,2,4,2,2,1,3,3,3,3,3,3,3,3,0,0,5,4,4,4,4,4,4,0,2,2,5,5,5,5,5,F
